frame,mean_iou,iou_v0,iou_v1,iou_v2,iou_v3,iou_v4,iou_v5
1855,0.6176,0.5206,0.4867,0.7441,0.5308,0.5984,0.8248
1860,0.6406,0.5426,0.5259,0.7369,0.6235,0.6155,0.799
1865,0.6143,0.5162,0.5186,0.6972,0.6209,0.6193,0.7135
1870,0.6086,0.5111,0.528,0.7325,0.5994,0.6187,0.6621
1875,0.6033,0.5014,0.5178,0.7514,0.5924,0.6059,0.6507
1880,0.6128,0.5094,0.5117,0.7085,0.6279,0.6303,0.6889
1885,0.6128,0.5083,0.5291,0.7121,0.615,0.6267,0.6856
1890,0.6115,0.5044,0.5339,0.7144,0.6113,0.622,0.6834
1895,0.6112,0.5099,0.536,0.7091,0.6172,0.6152,0.6798
1900,0.6085,0.5069,0.5211,0.7092,0.6403,0.6193,0.6542
1905,0.6051,0.5074,0.519,0.7097,0.6398,0.6188,0.6355
1910,0.6015,0.5026,0.5166,0.7043,0.6407,0.6188,0.6262
1915,0.6059,0.4984,0.5248,0.7151,0.6511,0.6323,0.6133
1920,0.6063,0.4997,0.5253,0.716,0.6548,0.6402,0.6021
1925,0.6046,0.4969,0.5133,0.7306,0.6423,0.6339,0.6104
1930,0.6025,0.4952,0.512,0.7311,0.6373,0.6302,0.6092
1935,0.6047,0.4975,0.5141,0.7272,0.6421,0.6348,0.6125
1940,0.6089,0.5024,0.5274,0.7226,0.6578,0.6378,0.6055
1945,0.6073,0.5005,0.5271,0.7189,0.6583,0.6382,0.6011
1950,0.6084,0.5033,0.5302,0.7145,0.6609,0.6364,0.6053
1955,0.6087,0.502,0.528,0.7174,0.662,0.637,0.606
1960,0.6103,0.5025,0.5294,0.7192,0.6644,0.6403,0.6059
1965,0.6089,0.5021,0.5288,0.7168,0.6599,0.6408,0.605
1970,0.6104,0.5061,0.5294,0.7159,0.6589,0.6391,0.6131
1975,0.6115,0.5057,0.532,0.7218,0.6564,0.6387,0.6145
1980,0.612,0.507,0.531,0.7195,0.659,0.6394,0.6161
1985,0.6119,0.5056,0.5373,0.72,0.6562,0.6408,0.6115
1990,0.6121,0.5065,0.5355,0.7189,0.6556,0.6412,0.6146
1995,0.6127,0.507,0.5346,0.721,0.6568,0.6394,0.6174
2000,0.6112,0.5079,0.5318,0.7197,0.654,0.6401,0.6135
2005,0.6137,0.5097,0.539,0.7216,0.6558,0.6397,0.6164
2010,0.6138,0.5088,0.5425,0.7248,0.6536,0.637,0.6159
2015,0.6146,0.509,0.5409,0.7233,0.6588,0.6379,0.6177
2020,0.6117,0.5097,0.5367,0.7191,0.6521,0.6355,0.6172
2025,0.6143,0.5092,0.543,0.7203,0.6579,0.6376,0.6177
2030,0.615,0.5048,0.544,0.7267,0.6604,0.6399,0.614
2035,0.6166,0.5075,0.5459,0.7271,0.6623,0.6406,0.6164
2040,0.6135,0.505,0.5383,0.726,0.6589,0.6405,0.6121
2045,0.6106,0.4993,0.5239,0.7224,0.6552,0.6345,0.6286
2050,0.6016,0.4919,0.513,0.7066,0.6449,0.6207,0.6325
2055,0.6044,0.491,0.513,0.7125,0.6417,0.6192,0.6493
2060,0.6097,0.4935,0.5204,0.7094,0.6532,0.6239,0.6576
2065,0.6009,0.4935,0.5117,0.7085,0.6344,0.6015,0.656
2070,0.6167,0.5048,0.5363,0.7141,0.644,0.6268,0.674
2075,0.6355,0.5253,0.5482,0.7163,0.6716,0.6573,0.6946
2080,0.6496,0.5387,0.569,0.7189,0.6944,0.6784,0.6979
2085,0.6527,0.5485,0.5811,0.7208,0.6865,0.6894,0.6903
2090,0.6564,0.5637,0.5992,0.7033,0.6886,0.702,0.6816
2095,0.6642,0.5718,0.6014,0.7047,0.6968,0.7174,0.6933
2100,0.6735,0.599,0.6018,0.693,0.6983,0.752,0.6973
2105,0.6974,0.6297,0.6322,0.737,0.6994,0.771,0.7152
2110,0.7047,0.6404,0.6386,0.783,0.6923,0.7525,0.7211
2115,0.7176,0.6485,0.6569,0.8031,0.7048,0.7692,0.7231
2120,0.7244,0.6542,0.6555,0.8553,0.7083,0.7565,0.7169
2125,0.7384,0.6644,0.6773,0.8894,0.7275,0.7495,0.7224
2130,0.7442,0.6814,0.6757,0.908,0.7205,0.7546,0.7249
2135,0.7436,0.6727,0.6868,0.9157,0.7044,0.7548,0.7271
2140,0.7425,0.6702,0.6883,0.8844,0.7233,0.7534,0.7352
2145,0.7059,0.6303,0.6609,0.8953,0.6757,0.6943,0.6786
2150,0.6976,0.6101,0.6491,0.8624,0.658,0.6902,0.7156
2155,0.7117,0.627,0.6684,0.8568,0.6797,0.7065,0.732
2160,0.7364,0.6559,0.684,0.8834,0.7093,0.7138,0.7721
2165,0.737,0.6605,0.6831,0.8762,0.7036,0.721,0.7776
2170,0.7376,0.6562,0.6791,0.8873,0.7026,0.7223,0.778
2175,0.7382,0.6593,0.6814,0.8822,0.7101,0.7241,0.7719
2180,0.7419,0.6622,0.6855,0.8832,0.7118,0.7328,0.7759
2185,0.7409,0.6635,0.6873,0.8836,0.7061,0.7324,0.7726
2190,0.7412,0.6634,0.6868,0.8849,0.708,0.7352,0.769
2195,0.7412,0.6616,0.6857,0.8921,0.7051,0.7314,0.7715
2200,0.7415,0.6646,0.6821,0.8958,0.7036,0.7295,0.7731
2205,0.7379,0.655,0.6765,0.9012,0.7065,0.7207,0.7676
2210,0.7166,0.6335,0.6558,0.8787,0.7001,0.6915,0.7401
2215,0.7118,0.6482,0.6522,0.833,0.7075,0.6965,0.7333
2220,0.7011,0.6199,0.6545,0.7871,0.7114,0.6982,0.7352
2225,0.7016,0.6277,0.6546,0.7899,0.6782,0.7199,0.7393
2230,0.7014,0.6282,0.6736,0.7781,0.6928,0.7283,0.7075
2235,0.6925,0.6171,0.6612,0.7757,0.6858,0.7256,0.6897
2240,0.6914,0.6039,0.6403,0.8004,0.7026,0.72,0.6813
2245,0.6818,0.5711,0.6448,0.793,0.7086,0.6997,0.6734
2250,0.6814,0.5725,0.6428,0.7876,0.6959,0.7054,0.6841
2255,0.6867,0.5754,0.6353,0.8117,0.7065,0.6992,0.6918
2260,0.6985,0.6017,0.6171,0.8262,0.7273,0.7166,0.7024
2265,0.6923,0.5738,0.6227,0.8319,0.7328,0.6782,0.7142
2270,0.6824,0.5628,0.6153,0.7874,0.7335,0.6684,0.727
2275,0.7054,0.5788,0.6201,0.8254,0.7487,0.7121,0.7473
2280,0.6993,0.579,0.609,0.8219,0.7517,0.6873,0.747
2285,0.6939,0.5635,0.6324,0.7997,0.7449,0.6335,0.7892
2290,0.6758,0.5154,0.6075,0.8151,0.7079,0.5955,0.8136
2295,0.7078,0.5727,0.6167,0.8675,0.7235,0.5884,0.878
2300,0.735,0.6192,0.6445,0.8735,0.7176,0.6435,0.9116
2305,0.7373,0.6146,0.6391,0.9021,0.7066,0.6489,0.9126
2310,0.734,0.6104,0.6308,0.9034,0.7172,0.6497,0.8925
2315,0.7435,0.6211,0.6326,0.9318,0.7355,0.6482,0.8916
2320,0.7347,0.6322,0.621,0.9223,0.7251,0.6486,0.8593
2325,0.7249,0.6249,0.6064,0.9045,0.7095,0.6536,0.8501
2330,0.7373,0.6367,0.6373,0.91,0.7313,0.6508,0.8576
2335,0.7351,0.63,0.6356,0.9054,0.7308,0.6532,0.8558
2340,0.7382,0.6307,0.6372,0.9153,0.7384,0.6508,0.8571
2345,0.742,0.635,0.6387,0.9174,0.7395,0.6521,0.8694
2350,0.7427,0.6303,0.6468,0.9213,0.742,0.6492,0.8666
2355,0.7376,0.6372,0.6233,0.9107,0.732,0.6632,0.8593
2360,0.729,0.6324,0.618,0.901,0.731,0.6541,0.8371
2365,0.6808,0.5578,0.5871,0.8259,0.7081,0.5664,0.8396
2370,0.6526,0.6065,0.5242,0.7395,0.7359,0.6194,0.69
2375,0.5913,0.536,0.531,0.6835,0.6076,0.608,0.5814
2380,0.7299,0.7913,0.7049,0.8063,0.705,0.6451,0.7267
2385,0.6872,0.6839,0.7081,0.7951,0.7137,0.542,0.6805
2390,0.6838,0.6976,0.6868,0.8207,0.6965,0.5418,0.6593
2395,0.7239,0.739,0.7476,0.8285,0.7151,0.6337,0.6794
2400,0.7382,0.7789,0.769,0.8162,0.7356,0.6294,0.7
2405,0.7307,0.7948,0.7592,0.8133,0.7147,0.626,0.6765
2410,0.749,0.8169,0.7737,0.831,0.7406,0.632,0.6998
2415,0.7557,0.8309,0.7705,0.835,0.7398,0.6478,0.7103
2420,0.7569,0.8239,0.7806,0.8313,0.7416,0.6462,0.7176
2425,0.678,0.8067,0.6927,0.7254,0.6497,0.5235,0.6699
2430,0.6811,0.8634,0.6961,0.7153,0.6357,0.5303,0.6461
2435,0.6562,0.853,0.6387,0.6879,0.5892,0.5181,0.6504
2440,0.6691,0.8454,0.7152,0.6869,0.5723,0.5134,0.6813
2445,0.661,0.8418,0.7233,0.6681,0.5768,0.496,0.66
2450,0.6726,0.8342,0.7744,0.659,0.5782,0.4971,0.6929
2455,0.6799,0.85,0.7989,0.666,0.5872,0.4941,0.683
2460,0.6914,0.8564,0.8125,0.6792,0.5925,0.5182,0.6898
2465,0.6853,0.8575,0.8013,0.678,0.5869,0.5151,0.6731
2470,0.6858,0.8589,0.8077,0.6771,0.5824,0.5143,0.6748
2475,0.6873,0.8576,0.8041,0.6722,0.5949,0.5188,0.6759
2480,0.6848,0.8547,0.7994,0.6681,0.5929,0.5156,0.6782
2485,0.6834,0.8555,0.8005,0.6643,0.5906,0.5134,0.6757
2490,0.6828,0.8574,0.7973,0.6634,0.5922,0.515,0.6713
2495,0.6815,0.8533,0.8,0.664,0.5922,0.5125,0.6671
2500,0.682,0.8565,0.7997,0.6655,0.5872,0.5146,0.6683
2505,0.68,0.8573,0.802,0.6589,0.5884,0.5079,0.6655
2510,0.6835,0.8575,0.8,0.6639,0.5952,0.5162,0.6684
2515,0.6818,0.8578,0.7956,0.6656,0.5841,0.5133,0.6743
2520,0.6831,0.8572,0.7995,0.6635,0.5909,0.5172,0.6702
2525,0.6845,0.8602,0.8015,0.6629,0.5985,0.5142,0.6697
2530,0.6828,0.8585,0.7995,0.665,0.5882,0.5145,0.6711
2535,0.6828,0.8583,0.8029,0.6592,0.5953,0.5142,0.6672
2540,0.6836,0.86,0.7975,0.663,0.592,0.5174,0.6718
2545,0.6816,0.857,0.7986,0.6608,0.5894,0.5149,0.6686
2550,0.6819,0.8577,0.7988,0.6589,0.5934,0.5168,0.666
2555,0.6791,0.8551,0.7931,0.6568,0.59,0.5065,0.6734
2560,0.6799,0.8576,0.7958,0.6592,0.5883,0.5148,0.6639
2565,0.6799,0.8569,0.7954,0.6564,0.5959,0.5098,0.6649
2570,0.6826,0.8614,0.7988,0.6617,0.5915,0.514,0.6679
2575,0.6847,0.8614,0.8035,0.6629,0.5946,0.5159,0.6697
2580,0.6864,0.8594,0.804,0.6642,0.5963,0.5202,0.6746
2585,0.6789,0.8537,0.7896,0.6627,0.5977,0.512,0.6581
2590,0.6645,0.8386,0.7721,0.6613,0.5787,0.5019,0.6342
2595,0.6776,0.8634,0.7777,0.6787,0.5979,0.5138,0.6342
2600,0.6814,0.8901,0.7715,0.6657,0.5972,0.5146,0.6494
2605,0.6681,0.9007,0.8011,0.6391,0.5735,0.4809,0.6135
2610,0.6373,0.8478,0.7691,0.6168,0.538,0.4737,0.5785
2615,0.6192,0.8043,0.7431,0.5995,0.5337,0.4651,0.5694
2620,0.6072,0.7235,0.7719,0.5851,0.5477,0.477,0.538
2625,0.5854,0.6792,0.7419,0.5747,0.5254,0.4672,0.524
2630,0.5816,0.6726,0.7186,0.5722,0.5289,0.466,0.5312
2635,0.584,0.6658,0.7488,0.5637,0.5352,0.4593,0.5315
2640,0.591,0.6724,0.7592,0.5664,0.5318,0.4788,0.5375
2645,0.5929,0.6833,0.769,0.565,0.5317,0.4812,0.5273
2650,0.5897,0.6845,0.7626,0.558,0.5312,0.4779,0.5242
2655,0.5892,0.6787,0.7634,0.5551,0.5319,0.4814,0.5249
2660,0.5894,0.678,0.7634,0.5551,0.5322,0.4824,0.5251
2665,0.5872,0.6797,0.7567,0.5508,0.53,0.481,0.5249
2670,0.588,0.6821,0.7582,0.5538,0.5252,0.4834,0.5252
2675,0.587,0.6806,0.7631,0.5539,0.5219,0.4801,0.5226
2680,0.5872,0.6836,0.7601,0.5518,0.5268,0.4797,0.5212
2685,0.589,0.6819,0.7623,0.5559,0.5283,0.4817,0.524
2690,0.5887,0.6838,0.7627,0.5536,0.5264,0.4828,0.5227
2695,0.5863,0.6794,0.7591,0.5524,0.5259,0.4791,0.5216
2700,0.5863,0.6825,0.757,0.5534,0.5247,0.4784,0.5215
2705,0.5876,0.6829,0.7613,0.5525,0.5268,0.4825,0.5195
2710,0.5873,0.6851,0.7613,0.5549,0.5206,0.4791,0.5228
2715,0.5861,0.6868,0.7576,0.5522,0.5206,0.4785,0.5208
2720,0.5867,0.6837,0.7609,0.5517,0.5225,0.4808,0.5205
2725,0.5862,0.6849,0.7548,0.5524,0.5246,0.4785,0.5222
2730,0.5884,0.6867,0.7633,0.5523,0.5237,0.4801,0.5243
2735,0.5863,0.6832,0.7598,0.553,0.5227,0.4782,0.521
2740,0.5863,0.6819,0.757,0.5532,0.5257,0.4762,0.5237
2745,0.5864,0.684,0.7552,0.5526,0.5258,0.4783,0.5223
2750,0.5853,0.6855,0.7493,0.555,0.5238,0.4777,0.5206
2755,0.5876,0.6866,0.761,0.5537,0.5216,0.4808,0.5217
2760,0.585,0.6867,0.7513,0.554,0.5194,0.4798,0.5189
2765,0.5779,0.6711,0.7447,0.5427,0.5181,0.4788,0.5121
2770,0.5618,0.6402,0.7298,0.5204,0.5143,0.4632,0.5028
2775,0.5475,0.6143,0.705,0.4987,0.5153,0.4521,0.4996
2780,0.5781,0.6556,0.7335,0.5404,0.5303,0.4891,0.5197
2785,0.5505,0.6237,0.6508,0.5338,0.5161,0.4683,0.5104
2790,0.5427,0.6179,0.611,0.5343,0.5191,0.4741,0.4999
2795,0.5562,0.632,0.6249,0.5539,0.5431,0.4913,0.4918
2800,0.5788,0.6517,0.6844,0.5697,0.5335,0.5219,0.5118
2805,0.5531,0.6199,0.6456,0.5182,0.5125,0.5163,0.506
2810,0.5384,0.597,0.6083,0.4831,0.5102,0.5492,0.4828
2815,0.5384,0.5888,0.5934,0.4781,0.5466,0.5498,0.4739
2820,0.5308,0.5755,0.569,0.4716,0.5549,0.5672,0.4466
2825,0.5239,0.5494,0.5709,0.4168,0.5565,0.5992,0.451
2830,0.5329,0.5752,0.5129,0.4554,0.5567,0.637,0.4599
2835,0.5478,0.5958,0.4968,0.4516,0.5731,0.7092,0.4605
2840,0.5962,0.6541,0.5253,0.505,0.6416,0.7326,0.5189
2845,0.553,0.583,0.5011,0.44,0.6069,0.6601,0.5269
2850,0.4993,0.5547,0.4914,0.3936,0.5692,0.5576,0.4292
2855,0.5131,0.5369,0.4558,0.4139,0.5799,0.6226,0.4694
2860,0.5517,0.5119,0.4741,0.4481,0.6559,0.7002,0.5198
2865,0.5,0.4331,0.4528,0.3996,0.6361,0.6279,0.4503
2870,0.4853,0.4329,0.4234,0.4181,0.6106,0.5936,0.433
2875,0.5017,0.4386,0.4676,0.4678,0.6321,0.577,0.4272
2880,0.5849,0.5124,0.5534,0.5375,0.7723,0.6296,0.5039
2885,0.5615,0.5204,0.5214,0.5015,0.8083,0.5469,0.4705
2890,0.5544,0.5382,0.5342,0.4836,0.7918,0.5189,0.4601
2895,0.5652,0.5088,0.57,0.5034,0.811,0.514,0.4838
2900,0.6155,0.542,0.5913,0.5502,0.8062,0.6189,0.5844
2905,0.6037,0.5626,0.5836,0.538,0.7216,0.611,0.6055
2910,0.6061,0.5497,0.5936,0.5445,0.7237,0.6265,0.5987
2915,0.6209,0.555,0.5956,0.5531,0.74,0.6837,0.5981
2920,0.6085,0.5128,0.5688,0.5325,0.7837,0.6937,0.5597
2925,0.5903,0.4824,0.542,0.4943,0.7812,0.6985,0.5433
2930,0.597,0.4967,0.5453,0.4993,0.7863,0.6861,0.5682
2935,0.5983,0.489,0.5507,0.5061,0.783,0.7017,0.5591
2940,0.5993,0.4876,0.546,0.5047,0.7857,0.7053,0.5664
2945,0.5818,0.4639,0.5287,0.4884,0.7607,0.6891,0.5601
2950,0.5624,0.445,0.5098,0.4745,0.7401,0.67,0.5351
2955,0.5669,0.4408,0.5176,0.4825,0.7565,0.6635,0.5404
2960,0.5787,0.4469,0.5237,0.4904,0.7818,0.6668,0.5623
2965,0.579,0.451,0.5263,0.4897,0.7768,0.6686,0.5618
2970,0.5814,0.4493,0.5269,0.4924,0.787,0.6704,0.5624
2975,0.5813,0.4499,0.5281,0.4903,0.7856,0.6712,0.5626
2980,0.5812,0.4502,0.5268,0.4918,0.7856,0.6703,0.5622
2985,0.5825,0.4537,0.528,0.4913,0.7887,0.671,0.5624
2990,0.5838,0.4547,0.528,0.4925,0.7921,0.6721,0.5632
2995,0.5823,0.452,0.5292,0.4933,0.7891,0.6667,0.5634
3000,0.5817,0.4517,0.5265,0.4921,0.7926,0.6659,0.5616
3005,0.5832,0.4494,0.5299,0.4938,0.7941,0.6678,0.5642
3010,0.5801,0.4507,0.529,0.4927,0.7898,0.6564,0.5619
3015,0.5808,0.4531,0.5291,0.4948,0.7883,0.6565,0.5627
3020,0.5784,0.4511,0.5307,0.4926,0.7823,0.6501,0.5633
3025,0.5798,0.4538,0.5285,0.4932,0.7848,0.6562,0.5626
3030,0.5815,0.4546,0.5299,0.4939,0.7905,0.6568,0.5633
3035,0.5816,0.454,0.5297,0.4938,0.7853,0.6608,0.5658
3040,0.5808,0.4512,0.5284,0.4935,0.7867,0.6609,0.5642
3045,0.5765,0.4555,0.5191,0.489,0.781,0.6571,0.5571
3050,0.5674,0.4489,0.51,0.4848,0.7655,0.6493,0.546
3055,0.5675,0.4474,0.5101,0.473,0.7701,0.659,0.5457
3060,0.5613,0.4378,0.5066,0.4718,0.7679,0.6482,0.5354
3065,0.5514,0.433,0.4935,0.4723,0.7462,0.64,0.5235
3070,0.5365,0.4234,0.4754,0.4663,0.7221,0.6199,0.5118
3075,0.5178,0.4015,0.4553,0.4495,0.6986,0.6024,0.4995
3080,0.4987,0.3925,0.4347,0.4357,0.6774,0.5615,0.4903
3085,0.4892,0.3885,0.4259,0.4198,0.6604,0.5741,0.4666
3090,0.488,0.3832,0.4198,0.4142,0.6771,0.5755,0.4584
3095,0.49,0.3881,0.4121,0.4129,0.6766,0.5905,0.4599
3100,0.5091,0.3999,0.4275,0.4234,0.7074,0.6176,0.479
3105,0.514,0.4086,0.4352,0.4325,0.6815,0.6364,0.4896
3110,0.521,0.4251,0.4467,0.4308,0.6733,0.6524,0.4975
3115,0.5234,0.4369,0.4478,0.4462,0.6592,0.6516,0.4989
3120,0.528,0.4563,0.4568,0.461,0.6616,0.6232,0.5095
3125,0.5275,0.4592,0.4605,0.4562,0.6463,0.6218,0.521
3130,0.5356,0.4783,0.4728,0.4698,0.6416,0.6253,0.5257
3135,0.5395,0.4965,0.484,0.4847,0.6444,0.6074,0.5203
3140,0.5517,0.5153,0.5036,0.4868,0.6547,0.6209,0.529
3145,0.5516,0.5196,0.5071,0.4875,0.647,0.6108,0.5374
3150,0.5528,0.5157,0.5099,0.4946,0.6381,0.6047,0.5536
3155,0.5614,0.527,0.5188,0.4968,0.6569,0.6048,0.5639
3160,0.5681,0.5389,0.523,0.4925,0.6884,0.6089,0.5571
3165,0.5853,0.5567,0.5338,0.5012,0.6964,0.6112,0.6124
3170,0.5948,0.5696,0.552,0.505,0.7177,0.6197,0.6047
3175,0.6064,0.5911,0.5849,0.5035,0.7469,0.6304,0.5816
3180,0.6106,0.6041,0.6117,0.5076,0.7414,0.6251,0.5736
3185,0.598,0.6066,0.6015,0.4989,0.734,0.5957,0.5513
3190,0.5895,0.5874,0.593,0.4922,0.7381,0.5758,0.5508
3195,0.5965,0.5765,0.6004,0.5098,0.7293,0.5912,0.5717
3200,0.5988,0.5678,0.5928,0.5298,0.7142,0.5907,0.5973
3205,0.592,0.555,0.5787,0.5427,0.6923,0.5707,0.6125
3210,0.6004,0.5653,0.5751,0.5478,0.7002,0.5891,0.625
3215,0.612,0.5724,0.5768,0.5529,0.724,0.6062,0.6397
3220,0.6227,0.5853,0.5759,0.5503,0.7525,0.6172,0.6549
3225,0.6212,0.5721,0.5771,0.5574,0.7668,0.6011,0.6525
3230,0.6203,0.5699,0.58,0.5654,0.7591,0.6005,0.6467
3235,0.6226,0.5581,0.5739,0.5783,0.7563,0.6125,0.6562
3240,0.6403,0.5721,0.5766,0.5952,0.7769,0.6276,0.6932
3245,0.6452,0.5872,0.5948,0.5944,0.7768,0.6244,0.6935
3250,0.6527,0.5945,0.6027,0.6123,0.7696,0.6302,0.7071
3255,0.6551,0.6005,0.6064,0.6146,0.7702,0.6236,0.7157
3260,0.6595,0.6,0.6149,0.6139,0.7754,0.6308,0.7223
3265,0.6601,0.6054,0.6134,0.6171,0.7741,0.6268,0.724
3270,0.6611,0.6052,0.6162,0.619,0.775,0.6269,0.724
3275,0.6622,0.6098,0.6181,0.6196,0.7743,0.6259,0.7254
3280,0.6614,0.6024,0.6202,0.6197,0.7738,0.6277,0.7243
3285,0.6619,0.605,0.6182,0.6185,0.7757,0.6284,0.7259
3290,0.6618,0.6037,0.623,0.6179,0.7755,0.626,0.7247
3295,0.6639,0.6094,0.6222,0.6199,0.7769,0.6299,0.7252
3300,0.6624,0.6046,0.6226,0.6178,0.7742,0.6279,0.7269
3305,0.6416,0.5819,0.5997,0.6177,0.7276,0.6231,0.6996
3310,0.6132,0.5619,0.5766,0.6145,0.6787,0.5743,0.6733
3315,0.5979,0.5293,0.5557,0.6068,0.6758,0.5522,0.6675
3320,0.5838,0.5169,0.5436,0.6023,0.6364,0.5312,0.6722
3325,0.5681,0.4789,0.5309,0.5813,0.6568,0.521,0.6396
3330,0.5675,0.4658,0.5243,0.5846,0.667,0.5804,0.5827
3335,0.5727,0.4568,0.5233,0.5806,0.6841,0.6503,0.5412
3340,0.6104,0.4912,0.5536,0.6416,0.7164,0.6903,0.5694
3345,0.5857,0.5069,0.477,0.586,0.7454,0.6744,0.5248
3350,0.5689,0.4965,0.4813,0.5543,0.7127,0.6633,0.5051
3355,0.5806,0.5065,0.5213,0.5272,0.7368,0.6941,0.4979
3360,0.5942,0.5119,0.5359,0.5336,0.7613,0.721,0.5016
3365,0.584,0.5044,0.5465,0.5242,0.7523,0.6811,0.4953
3370,0.5724,0.4925,0.558,0.5199,0.7522,0.6487,0.4628
3375,0.5788,0.5165,0.5769,0.5271,0.768,0.63,0.4542
3380,0.6174,0.6013,0.6155,0.5411,0.8016,0.666,0.4791
3385,0.6169,0.6129,0.6222,0.5458,0.7841,0.6485,0.4881
3390,0.6132,0.6245,0.5937,0.5536,0.761,0.6541,0.4926
3395,0.6298,0.6592,0.5995,0.5888,0.7703,0.6683,0.4928
3400,0.6455,0.7123,0.6154,0.5888,0.7614,0.695,0.4998
3405,0.6288,0.7365,0.5885,0.5749,0.7148,0.6823,0.4757
3410,0.6171,0.7386,0.5773,0.5762,0.6839,0.6667,0.4599
3415,0.626,0.7177,0.6374,0.5903,0.6816,0.6651,0.4638
3420,0.6326,0.6985,0.6778,0.618,0.6724,0.6687,0.4603
3425,0.6277,0.7535,0.6861,0.5721,0.6552,0.6456,0.4537
3430,0.6181,0.7708,0.6979,0.5266,0.628,0.6284,0.457
3435,0.6181,0.7759,0.6975,0.5079,0.6313,0.6149,0.4811
3440,0.6337,0.7932,0.7481,0.5254,0.6363,0.5906,0.5086
3445,0.6188,0.7812,0.7233,0.5172,0.6142,0.5739,0.5029
3450,0.619,0.8023,0.7053,0.5152,0.6093,0.5656,0.5166
3455,0.6247,0.7768,0.731,0.5413,0.6099,0.5719,0.5175
3460,0.6302,0.7962,0.7135,0.5552,0.6132,0.5805,0.5226
3465,0.6232,0.7931,0.7005,0.5343,0.6122,0.5784,0.5205
3470,0.6263,0.7923,0.704,0.552,0.613,0.5766,0.5197
3475,0.6265,0.7871,0.7098,0.5505,0.6154,0.5782,0.5182
3480,0.6298,0.7898,0.7266,0.5587,0.6119,0.5742,0.5172
3485,0.6294,0.7919,0.7244,0.5465,0.6107,0.5851,0.5178
3490,0.6306,0.7972,0.7147,0.556,0.6117,0.5847,0.519
3495,0.6302,0.7947,0.7083,0.5644,0.6072,0.5912,0.5157
3500,0.632,0.7973,0.7288,0.5481,0.6105,0.5913,0.5161
3505,0.6031,0.7177,0.6663,0.5835,0.5439,0.5866,0.5205
3510,0.5962,0.6814,0.6395,0.6075,0.533,0.5896,0.5264
3515,0.6148,0.7066,0.655,0.6373,0.545,0.6297,0.5154
3520,0.6813,0.8257,0.6781,0.6788,0.6363,0.6902,0.5784
3525,0.6547,0.7908,0.7014,0.6351,0.6731,0.6324,0.4956
3530,0.6412,0.781,0.6974,0.6239,0.6447,0.6553,0.4451
3535,0.6566,0.8224,0.7063,0.6447,0.613,0.6824,0.4709
3540,0.7078,0.8566,0.7748,0.6778,0.6601,0.7155,0.5618
3545,0.6546,0.7868,0.7112,0.6656,0.5751,0.698,0.4906
3550,0.6189,0.7115,0.6606,0.6448,0.5531,0.6476,0.4959
3555,0.6225,0.7329,0.6365,0.6359,0.5811,0.6432,0.5051
3560,0.6623,0.7782,0.6529,0.6404,0.6499,0.6598,0.5927
3565,0.6093,0.692,0.642,0.6029,0.6036,0.5836,0.5317
3570,0.5993,0.6954,0.6216,0.6031,0.6004,0.5545,0.521
3575,0.6256,0.7264,0.6797,0.6189,0.6066,0.5895,0.5322
3580,0.6673,0.7573,0.7418,0.6599,0.6137,0.6574,0.5735
3585,0.6521,0.7482,0.7122,0.6628,0.5571,0.6413,0.5911
3590,0.6623,0.743,0.7144,0.681,0.59,0.6578,0.5874
3595,0.658,0.7301,0.7258,0.6762,0.564,0.6268,0.6249
3600,0.6513,0.7199,0.6985,0.6856,0.5705,0.5979,0.6355
3605,0.6432,0.7051,0.7093,0.6694,0.5714,0.5751,0.6288
3610,0.6434,0.7028,0.7139,0.6751,0.5792,0.5726,0.6166
3615,0.6335,0.6903,0.7037,0.6849,0.5629,0.5655,0.5935
3620,0.6256,0.6587,0.7056,0.6815,0.5458,0.5576,0.6044
3625,0.6225,0.651,0.7111,0.6833,0.5434,0.5334,0.6124
3630,0.6326,0.6758,0.7411,0.6812,0.5479,0.5466,0.6032
3635,0.6388,0.6842,0.7485,0.6837,0.5519,0.5555,0.609
3640,0.6268,0.6771,0.7287,0.6719,0.5481,0.5523,0.5826
3645,0.6239,0.6751,0.7202,0.6726,0.5482,0.5511,0.5762
3650,0.6252,0.6756,0.7205,0.6746,0.5471,0.5538,0.5795
3655,0.6268,0.6709,0.7268,0.6813,0.5464,0.5528,0.5825
3660,0.6281,0.6746,0.7259,0.6819,0.5477,0.5524,0.5861
3665,0.6284,0.675,0.726,0.6801,0.55,0.5529,0.5862
3670,0.6275,0.6784,0.7239,0.6792,0.5485,0.5535,0.5816
3675,0.6271,0.6755,0.7225,0.6791,0.5491,0.5533,0.5829
3680,0.6273,0.6749,0.7217,0.6794,0.5498,0.5547,0.5833
3685,0.6266,0.6785,0.717,0.6822,0.5472,0.5555,0.5791
3690,0.6257,0.6718,0.719,0.6824,0.5465,0.5546,0.5797
3695,0.6243,0.6687,0.7114,0.6835,0.5471,0.5522,0.5828
3700,0.6273,0.6743,0.718,0.6777,0.5479,0.5551,0.5905
3705,0.6268,0.6742,0.7261,0.6817,0.5456,0.5542,0.5789
3710,0.6224,0.6614,0.7089,0.6762,0.5497,0.5603,0.5781
3715,0.619,0.6559,0.7148,0.6686,0.5445,0.5524,0.5781
3720,0.6276,0.6726,0.7225,0.6749,0.5524,0.5564,0.5867
