frame,pre_raster_iou,post_raster_iou,d_raster_iou,pre_raster_iou_min,post_raster_iou_min,pre_chamfer_px,post_chamfer_px,d_chamfer_px,n_views,pre_convex_iou,post_convex_iou,d_convex_iou,pre_belly_iou,post_belly_iou,d_belly_iou
1450,0.8179892641703441,0.8105313459854134,-0.00745791818493069,0.802319951974283,0.7941359329536694,6.3950122992197675,6.932473818461101,0.537461519241333,6,0.6142,0.6266,0.0124,,,
1030,0.7845744733672259,0.7822044843348243,-0.002369989032401598,0.7699917132794697,0.7523896340669358,7.758278449376424,8.326596339543661,0.5683178901672372,6,0.5888,0.6642,0.0754,0.1982,0.7776,0.5794
